 v-sweep         vsg_out         vsd_out         id              id_w           
 0.00000000e+00  0.00000000e+00  5.00000000e-02  6.69376371e-14  6.69376371e-09 
 1.00000000e-02  1.00000000e-02  5.00000000e-02  7.04621546e-14  7.04621546e-09 
 2.00000000e-02  2.00000000e-02  5.00000000e-02  7.39866722e-14  7.39866722e-09 
 3.00000000e-02  3.00000000e-02  5.00000000e-02  8.10357072e-14  8.10357072e-09 
 4.00000000e-02  4.00000000e-02  5.00000000e-02  9.51337774e-14  9.51337774e-09 
 5.00000000e-02  5.00000000e-02  5.00000000e-02  1.02182812e-13  1.02182812e-08 
 6.00000000e-02  6.00000000e-02  5.00000000e-02  1.16280883e-13  1.16280883e-08 
 7.00000000e-02  7.00000000e-02  5.00000000e-02  1.37427988e-13  1.37427988e-08 
 8.00000000e-02  8.00000000e-02  5.00000000e-02  1.69148646e-13  1.69148646e-08 
 9.00000000e-02  9.00000000e-02  5.00000000e-02  2.04393821e-13  2.04393821e-08 
 1.00000000e-01  1.00000000e-01  5.00000000e-02  2.46688032e-13  2.46688032e-08 
 1.10000000e-01  1.10000000e-01  5.00000000e-02  3.06604830e-13  3.06604830e-08 
 1.20000000e-01  1.20000000e-01  5.00000000e-02  3.87668733e-13  3.87668733e-08 
 1.30000000e-01  1.30000000e-01  5.00000000e-02  4.89879742e-13  4.89879742e-08 
 1.40000000e-01  1.40000000e-01  5.00000000e-02  6.27335926e-13  6.27335926e-08 
 1.50000000e-01  1.50000000e-01  5.00000000e-02  8.00037285e-13  8.00037285e-08 
 1.60000000e-01  1.60000000e-01  5.00000000e-02  1.03265544e-12  1.03265544e-07 
 1.70000000e-01  1.70000000e-01  5.00000000e-02  1.34281299e-12  1.34281299e-07 
 1.80000000e-01  1.80000000e-01  5.00000000e-02  1.73403443e-12  1.73403443e-07 
 1.90000000e-01  1.90000000e-01  5.00000000e-02  2.25566303e-12  2.25566303e-07 
 2.00000000e-01  2.00000000e-01  5.00000000e-02  2.94294395e-12  2.94294395e-07 
 2.10000000e-01  2.10000000e-01  5.00000000e-02  3.83112237e-12  3.83112237e-07 
 2.20000000e-01  2.20000000e-01  5.00000000e-02  4.99773767e-12  4.99773767e-07 
 2.30000000e-01  2.30000000e-01  5.00000000e-02  6.52032925e-12  6.52032925e-07 
